"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RSID","Complete_Dt","Completed","recontact"
2020-12-11 15:37:36,2020-12-11 15:37:36,"IP Address","50.45.172.130",100,0,TRUE,2020-12-11 15:37:36,"R_D30fJ88YiE7tRrb",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS062","12/11/2020",0,NA
2020-12-11 16:06:29,2020-12-11 16:06:29,"IP Address","71.237.171.108",100,0,TRUE,2020-12-11 16:06:29,"R_1dykqAjBZrV033P",NA,NA,NA,NA,44.0682983398438,-123.076301574707,"anonymous","EN","RS062","12/11/2020",1,"1​​​​​​​"
2020-12-11 16:35:17,2020-12-11 16:35:17,"IP Address","50.45.172.130",100,0,TRUE,2020-12-11 16:35:17,"R_1FFym10O1cyv8rc",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS062","12/11/2020",2,NA
2020-12-11 19:32:45,2020-12-11 19:32:45,"IP Address","71.237.171.108",100,0,TRUE,2020-12-11 19:32:46,"R_XpqDLCpzpOv2y2d",NA,NA,NA,NA,44.0682983398438,-123.076301574707,"anonymous","EN","RS062","12/11/2020",1,"1​​​​​​​"
2020-12-11 19:51:27,2020-12-11 19:51:27,"Spam","71.237.171.108",100,0,TRUE,2020-12-11 19:51:27,"R_27W4zkY3Df5oHrC",NA,NA,NA,NA,44.0682983398438,-123.076301574707,"anonymous","EN","RS062","12/11/2020",1,"1​​​​​​​"
2020-12-11 23:54:45,2020-12-11 23:54:45,"IP Address","50.45.172.130",100,0,TRUE,2020-12-11 23:54:46,"R_3j24P0fXCkgByL1",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS062","12/11/2020",2,NA
2020-12-15 00:19:08,2020-12-15 00:19:08,"IP Address","50.45.172.130",100,0,TRUE,2020-12-15 00:19:08,"R_1iqkvv4SFdibH5P",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS063","12/14/2020",0,NA
2020-12-19 00:20:49,2020-12-19 00:20:49,"IP Address","71.236.145.58",100,0,TRUE,2020-12-19 00:20:50,"R_3n6qQGpJu8x3u7p",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS061","12/18/2020",0,NA
2020-12-31 23:04:35,2020-12-31 23:04:35,"IP Address","24.21.62.113",100,0,TRUE,2020-12-31 23:04:35,"R_1H6Nzo77iWq7S7C",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS064","12/31/2020",0,NA
2020-12-31 23:10:56,2020-12-31 23:10:56,"Spam","24.21.62.113",100,0,TRUE,2020-12-31 23:10:56,"R_prCCJCxzzyd0ARX",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS064","12/31/2020",0,NA
2020-12-31 23:22:07,2020-12-31 23:22:07,"Spam","24.21.62.113",100,0,TRUE,2020-12-31 23:22:07,"R_Bxnc8gl4TYhiMVz",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS001","12/31/2020",0,NA
2021-01-04 16:36:15,2021-01-04 16:36:15,"IP Address","73.96.105.115",100,0,TRUE,2021-01-04 16:36:15,"R_2zcrw21lKy0Pvjm",NA,NA,NA,NA,45.5173034667969,-122.639801025391,"anonymous","EN","RS064","1/4/2021",0,NA
2021-01-04 16:36:33,2021-01-04 16:36:33,"Spam","73.96.105.115",100,0,TRUE,2021-01-04 16:36:34,"R_3kk6vnud3hvPemu",NA,NA,NA,NA,45.5173034667969,-122.639801025391,"anonymous","EN","RS001","1/4/2021",0,NA
2021-01-06 09:41:42,2021-01-06 09:41:42,"IP Address","24.20.3.85",100,0,TRUE,2021-01-06 09:41:43,"R_Rkm38dMX9mRr9MR",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS064","1/6/2021",1,"1​​​​​​​"
2021-01-06 10:44:47,2021-01-06 10:44:47,"IP Address","24.20.3.85",100,0,TRUE,2021-01-06 10:44:47,"R_3sgXjSMvHpdaNbR",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS064","1/6/2021",1,"1​​​​​​​"
2021-01-06 16:28:38,2021-01-06 16:28:38,"Spam","24.21.62.113",100,0,TRUE,2021-01-06 16:28:38,"R_NUBUjvWsxxKaWR3",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS064","1/6/2021",2,NA
2021-01-06 16:59:01,2021-01-06 16:59:01,"IP Address","24.21.62.113",100,0,TRUE,2021-01-06 16:59:02,"R_2D0SV8Y2tlmy23d",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS064","1/6/2021",2,NA
2021-01-08 17:56:55,2021-01-08 17:56:55,"IP Address","50.45.172.130",100,0,TRUE,2021-01-08 17:56:55,"R_1GQAKCIbHdwNTXT",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS065","1/8/2021",0,NA
2021-01-11 17:26:45,2021-01-11 17:26:45,"Spam","24.21.62.113",100,0,TRUE,2021-01-11 17:26:46,"R_2Srg0JOydamrgqe",NA,NA,NA,NA,44.0991058349609,-123.137100219727,"anonymous","EN","RS046","1/11/2021",2,NA
2021-01-15 17:58:03,2021-01-15 17:58:03,"IP Address","50.45.172.130",100,0,TRUE,2021-01-15 17:58:03,"R_1gTtaAYrwcBxrG4",NA,NA,NA,NA,45.5496063232422,-122.829299926758,"anonymous","EN","RS068","1/15/2021",0,NA
2021-01-20 22:58:34,2021-01-20 22:58:34,"IP Address","128.223.174.90",100,0,TRUE,2021-01-20 22:58:34,"R_26hl8OnLP0p92q8",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS012","1/20/2021",0,NA
2021-01-20 22:59:05,2021-01-20 22:59:05,"Spam","128.223.174.90",100,0,TRUE,2021-01-20 22:59:05,"R_2THHfiaZBkOVxZz",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS018","1/20/2021",0,NA
2021-01-20 22:59:35,2021-01-20 22:59:35,"Spam","128.223.174.90",100,0,TRUE,2021-01-20 22:59:35,"R_2eaFMWCnOSJzp1W",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS036","1/20/2021",0,NA
2021-01-20 23:00:04,2021-01-20 23:00:04,"Spam","128.223.174.90",100,0,TRUE,2021-01-20 23:00:05,"R_2y8f75QT83XZxwQ",NA,NA,NA,NA,44.0196990966797,-123.100799560547,"anonymous","EN","RS047","1/20/2021",0,NA
2021-01-21 20:07:22,2021-01-21 20:07:22,"IP Address","216.106.151.65",100,0,TRUE,2021-01-21 20:07:23,"R_3e53s6yHZljEacf",NA,NA,NA,NA,44.0682983398438,-123.076301574707,"anonymous","EN","RS070","1/21/2021",0,NA
2021-01-21 20:12:26,2021-01-21 20:12:26,"IP Address","71.236.144.183",100,0,TRUE,2021-01-21 20:12:26,"R_3j6CjJSRtnVm3Nh",NA,NA,NA,NA,44.0644989013672,-123.146102905273,"anonymous","EN","RS070","1/21/2021",1,"1​​​​​​​"
